field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"4375";"265731191";"316631.4795";"5153712.706";"266539544";"316653.3594";"5153728.837";"266539541";"316623.9757";"5153715.169";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"-0.0032";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"-0.0121";"0.0";"125.429";droite;;;;;;;;
"4376";"265731191";"316631.4795";"5153712.706";"266539534";"316656.279";"5153697.964";"266539544";"316653.3594";"5153728.837";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"0.0017";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"0.0032";"0.0";"67.129";droite;;;;;;;;
"4377";"265731191";"316631.4795";"5153712.706";"266539541";"316623.9757";"5153715.169";"266539544";"316653.3594";"5153728.837";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"0.0121";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"0.0032";"0.0";"234.571";gauche;;;;;;;;
"4378";"265731191";"316631.4795";"5153712.706";"266539541";"316623.9757";"5153715.169";"266539534";"316656.279";"5153697.964";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"0.0121";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"-0.0017";"0.0";"167.442";tout_droit;;;;;;;;
"4379";"265731191";"316631.4795";"5153712.706";"266539544";"316653.3594";"5153728.837";"266539534";"316656.279";"5153697.964";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"-0.0032";Avenue Emile-Henri-Jaques-Dalcroze;False;"1";pedestrian;;"-0.0017";"0.0";"292.871";gauche;;;;;;;;
"4380";"265720715";"318190.7808";"5153102.817";"564464295";"318436.6025";"5153127.949";"562948117";"318113.3162";"5153103.808";"[""Quai d'Ouchy"", 'Quai de Belgique']";False;"2";tertiary;"50.0";"-0.0023";Quai de Belgique;False;"2";tertiary;"50.0";"0.0014";"0.0";"173.43";tout_droit;;;;;;;;
"4381";"265720715";"318190.7808";"5153102.817";"564464295";"318436.6025";"5153127.949";"562948117";"318113.3162";"5153103.808";"[""Quai d'Ouchy"", 'Quai de Belgique']";False;"2";tertiary;"50.0";"-0.0023";Quai de Belgique;False;"2";tertiary;"50.0";"0.0014";"3772.5";"173.43";tout_droit;;;;;;;;
"4382";"265720715";"318190.7808";"5153102.817";"562948117";"318113.3162";"5153103.808";"564464295";"318436.6025";"5153127.949";Quai de Belgique;False;"2";tertiary;"50.0";"-0.0014";"[""Quai d'Ouchy"", 'Quai de Belgique']";False;"2";tertiary;"50.0";"0.0023";"3772.5";"186.57";tout_droit;;;;;;;;
"4383";"265720715";"318190.7808";"5153102.817";"562948117";"318113.3162";"5153103.808";"564464295";"318436.6025";"5153127.949";Quai de Belgique;False;"2";tertiary;"50.0";"-0.0014";"[""Quai d'Ouchy"", 'Quai de Belgique']";False;"2";tertiary;"50.0";"0.0023";"0.0";"186.57";tout_droit;;;;;;;;
"4384";"567923212";"318500.3096";"5153101.706";"35297499";"319030.6898";"5152889.29";"4601334961";"318482.2373";"5153108.998";Quai d'Ouchy;False;"2";tertiary;"50.0";"-0.0005";Quai d'Ouchy;False;"2";tertiary;"50.0";"0.0007";"3772.5";"179.852";tout_droit;;;;;;;;
"4385";"567923212";"318500.3096";"5153101.706";"35297499";"319030.6898";"5152889.29";"4601334961";"318482.2373";"5153108.998";Quai d'Ouchy;False;"2";tertiary;"50.0";"-0.0005";Quai d'Ouchy;False;"2";tertiary;"50.0";"0.0007";"0.0";"179.852";tout_droit;;;;;;;;
"4386";"567923212";"318500.3096";"5153101.706";"4601334961";"318482.2373";"5153108.998";"35297499";"319030.6898";"5152889.29";Quai d'Ouchy;False;"2";tertiary;"50.0";"-0.0007";Quai d'Ouchy;False;"2";tertiary;"50.0";"0.0005";"0.0";"180.148";tout_droit;;;;;;;;
"4387";"567923212";"318500.3096";"5153101.706";"4601334961";"318482.2373";"5153108.998";"35297499";"319030.6898";"5152889.29";Quai d'Ouchy;False;"2";tertiary;"50.0";"-0.0007";Quai d'Ouchy;False;"2";tertiary;"50.0";"0.0005";"3772.5";"180.148";tout_droit;;;;;;;;
"4388";"264922932";"315096.2319";"5154465.636";"412510806";"315105.7955";"5154489.434";"264921317";"314877.8009";"5154404.36";Promenade de Vidy;False;"1";pedestrian;;"-0.012";"['Chemin du Boisy', 'Promenade de Vidy']";False;"1";pedestrian;;"-0.0006";"0.0";"127.564";droite;;;;;;;;
"4389";"264922932";"315096.2319";"5154465.636";"253306136";"315147.3532";"5154493.959";"264921317";"314877.8009";"5154404.36";Promenade de Vidy;False;"1";pedestrian;;"-0.0014";"['Chemin du Boisy', 'Promenade de Vidy']";False;"1";pedestrian;;"-0.0006";"0.0";"166.682";tout_droit;;;;;;;;
"4390";"264922932";"315096.2319";"5154465.636";"412510806";"315105.7955";"5154489.434";"253306136";"315147.3532";"5154493.959";Promenade de Vidy;False;"1";pedestrian;;"-0.012";Promenade de Vidy;False;"1";pedestrian;;"0.0014";"0.0";"320.881";gauche;;;;;;;;
"4391";"264922932";"315096.2319";"5154465.636";"264921317";"314877.8009";"5154404.36";"253306136";"315147.3532";"5154493.959";"['Chemin du Boisy', 'Promenade de Vidy']";False;"1";pedestrian;;"0.0006";Promenade de Vidy;False;"1";pedestrian;;"0.0014";"0.0";"193.318";tout_droit;;;;;;;;
"4392";"264922932";"315096.2319";"5154465.636";"264921317";"314877.8009";"5154404.36";"412510806";"315105.7955";"5154489.434";"['Chemin du Boisy', 'Promenade de Vidy']";False;"1";pedestrian;;"0.0006";Promenade de Vidy;False;"1";pedestrian;;"0.012";"0.0";"232.436";gauche;;;;;;;;
"4393";"264922932";"315096.2319";"5154465.636";"253306136";"315147.3532";"5154493.959";"412510806";"315105.7955";"5154489.434";Promenade de Vidy;False;"1";pedestrian;;"-0.0014";Promenade de Vidy;False;"1";pedestrian;;"0.012";"0.0";"39.119";droite;;;;;;;;
"4394";"264775440";"316215.9785";"5153790.041";"972676278";"316259.4857";"5153786.341";"561205322";"316234.6534";"5153854.602";"['Chemin du Boissy', 'AllAe du Bornan']";False;"1";pedestrian;;"0.0102";AllAe du Bornan;False;"1";"['unclassified', 'pedestrian']";"30.0";"0.009";"4224.5";"78.728";droite;;;;;;;;
"4395";"264775440";"316215.9785";"5153790.041";"264775441";"316050.46";"5153805.689";"561205322";"316234.6534";"5153854.602";Chemin du Boissy;False;"1";pedestrian;;"-0.0044";AllAe du Bornan;False;"1";"['unclassified', 'pedestrian']";"30.0";"0.009";"4224.5";"259.268";gauche;;;;;;;;
"4396";"264775440";"316215.9785";"5153790.041";"972676278";"316259.4857";"5153786.341";"264775441";"316050.46";"5153805.689";"['Chemin du Boissy', 'AllAe du Bornan']";False;"1";pedestrian;;"0.0102";Chemin du Boissy;False;"1";pedestrian;;"0.0044";"0.0";"179.46";tout_droit;;;;;;;;
"4397";"264775440";"316215.9785";"5153790.041";"561205322";"316234.6534";"5153854.602";"264775441";"316050.46";"5153805.689";AllAe du Bornan;False;"1";"['unclassified', 'pedestrian']";"30.0";"-0.009";Chemin du Boissy;False;"1";pedestrian;;"0.0044";"4224.5";"100.732";droite;;;;;;;;
"4398";"264775440";"316215.9785";"5153790.041";"561205322";"316234.6534";"5153854.602";"972676278";"316259.4857";"5153786.341";AllAe du Bornan;False;"1";"['unclassified', 'pedestrian']";"30.0";"-0.009";"['Chemin du Boissy', 'AllAe du Bornan']";False;"1";pedestrian;;"-0.0102";"4224.5";"281.272";gauche;;;;;;;;
"4399";"264775440";"316215.9785";"5153790.041";"264775441";"316050.46";"5153805.689";"972676278";"316259.4857";"5153786.341";Chemin du Boissy;False;"1";pedestrian;;"-0.0044";"['Chemin du Boissy', 'AllAe du Bornan']";False;"1";pedestrian;;"-0.0102";"0.0";"180.54";tout_droit;;;;;;;;
"4400";"263833510";"317808.5352";"5155437.114";"3409680967";"317844.1545";"5155416.313";"290286766";"317766.0995";"5155461.98";Avenue des BergiA res;False;"4";tertiary;"50.0";"0.0323";Avenue des BergiA res;False;"4";tertiary;"50.0";"0.0326";"0.0";"179.915";tout_droit;;;;;;;;
"4401";"263833510";"317808.5352";"5155437.114";"3409680967";"317844.1545";"5155416.313";"263833513";"317765.5621";"5155361.805";Avenue des BergiA res;False;"4";tertiary;"50.0";"0.0323";Avenue du Vingt-Quatre-Janvier;True;"1";residential;"30.0";"-0.0886";"145.0";"270.574";gauche;;;;;;;;
"4402";"263833510";"317808.5352";"5155437.114";"290286766";"317766.0995";"5155461.98";"263833513";"317765.5621";"5155361.805";Avenue des BergiA res;False;"4";tertiary;"50.0";"-0.0326";Avenue du Vingt-Quatre-Janvier;True;"1";residential;"30.0";"-0.0886";"145.0";"90.659";droite;;;;;;;;
"4403";"263833510";"317808.5352";"5155437.114";"290286766";"317766.0995";"5155461.98";"3409680967";"317844.1545";"5155416.313";Avenue des BergiA res;False;"4";tertiary;"50.0";"-0.0326";Avenue des BergiA res;False;"4";tertiary;"50.0";"-0.0323";"0.0";"180.085";tout_droit;;;;;;;;
"4404";"263833501";"318849.0677";"5154839.008";"566347242";"318865.0246";"5154897.661";"4601221417";"318861.787";"5154783.322";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"0.0228";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"0.0249";"7209.0";"208.086";gauche;;;;;;;;
"4405";"263833501";"318849.0677";"5154839.008";"4601221417";"318861.787";"5154783.322";"566347242";"318865.0246";"5154897.661";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"-0.0249";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"-0.0228";"7209.0";"151.914";droite;;;;;;;;
"4406";"341359485";"319113.4391";"5155308.243";"6708317494";"319105.2704";"5155310.244";"598135267";"319121.8386";"5155339.898";Chemin des Falaises;False;"1";living_street;"20.0";"-0.0024";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0778";"3694.785";"268.903";gauche;;;;;;;;
"4407";"341359485";"319113.4391";"5155308.243";"263833488";"319108.3854";"5155287.086";"598135267";"319121.8386";"5155339.898";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0758";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0778";"7389.57";"178.574";tout_droit;;;;;;;;
"4408";"341359485";"319113.4391";"5155308.243";"6708317494";"319105.2704";"5155310.244";"263833488";"319108.3854";"5155287.086";Chemin des Falaises;False;"1";living_street;"20.0";"-0.0024";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0758";"3694.785";"90.33";droite;;;;;;;;
"4409";"341359485";"319113.4391";"5155308.243";"598135267";"319121.8386";"5155339.898";"263833488";"319108.3854";"5155287.086";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0778";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0758";"7389.57";"181.426";tout_droit;;;;;;;;
"4410";"341359485";"319113.4391";"5155308.243";"598135267";"319121.8386";"5155339.898";"6708317494";"319105.2704";"5155310.244";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0778";Chemin des Falaises;False;"1";living_street;"20.0";"0.0024";"3694.785";"91.097";droite;;;;;;;;
"4411";"341359485";"319113.4391";"5155308.243";"263833488";"319108.3854";"5155287.086";"6708317494";"319105.2704";"5155310.244";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0758";Chemin des Falaises;False;"1";living_street;"20.0";"0.0024";"3694.785";"269.67";gauche;;;;;;;;
"4412";"263833488";"319108.3854";"5155287.086";"428330375";"319087.4832";"5155186.152";"6708349006";"319150.7203";"5155280.994";Rue du Bugnon;False;"2";primary;"50.0";"0.0759";Avenue Pierre-Decker;False;"1";residential;"30.0";"0.0625";"6154.0";"93.511";droite;;;;;;;;
"4413";"263833488";"319108.3854";"5155287.086";"341359485";"319113.4391";"5155308.243";"6708349006";"319150.7203";"5155280.994";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0758";Avenue Pierre-Decker;False;"1";residential;"30.0";"0.0625";"4920.285";"275.246";gauche;;;;;;;;
"4414";"263833488";"319108.3854";"5155287.086";"428330375";"319087.4832";"5155186.152";"341359485";"319113.4391";"5155308.243";Rue du Bugnon;False;"2";primary;"50.0";"0.0759";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0758";"8623.285";"178.266";tout_droit;;;;;;;;
"4415";"263833488";"319108.3854";"5155287.086";"6708349006";"319150.7203";"5155280.994";"341359485";"319113.4391";"5155308.243";Avenue Pierre-Decker;False;"1";residential;"30.0";"-0.0625";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0758";"4920.285";"84.754";droite;;;;;;;;
"4416";"263833488";"319108.3854";"5155287.086";"6708349006";"319150.7203";"5155280.994";"428330375";"319087.4832";"5155186.152";Avenue Pierre-Decker;False;"1";residential;"30.0";"-0.0625";Rue du Bugnon;False;"2";primary;"50.0";"-0.0759";"6154.0";"266.489";gauche;;;;;;;;
"4417";"263833488";"319108.3854";"5155287.086";"341359485";"319113.4391";"5155308.243";"428330375";"319087.4832";"5155186.152";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0758";Rue du Bugnon;False;"2";primary;"50.0";"-0.0759";"8623.285";"181.734";tout_droit;;;;;;;;
"4418";"566347242";"318865.0246";"5154897.661";"263833501";"318849.0677";"5154839.008";"598106163";"318865.4099";"5154903.867";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"-0.0228";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"-0.017";"8514.0";"191.667";tout_droit;;;;;;;;
"4419";"566347242";"318865.0246";"5154897.661";"598106163";"318865.4099";"5154903.867";"263833501";"318849.0677";"5154839.008";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"0.017";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"0.0228";"8514.0";"168.333";tout_droit;;;;;;;;
"4420";"5078435674";"318863.7437";"5154934.633";"296249620";"318828.3084";"5155042.813";"598106163";"318865.4099";"5154903.867";Rue Dr-CAsar-Roux;False;"2";primary;"50.0";"0.0178";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"0.0171";"7209.0";"164.963";droite;;;;;;;;
"4421";"5078435674";"318863.7437";"5154934.633";"598106163";"318865.4099";"5154903.867";"296249620";"318828.3084";"5155042.813";Rue Dr-CAsar-Roux;False;"3";primary;"50.0";"-0.0171";Rue Dr-CAsar-Roux;False;"2";primary;"50.0";"-0.0178";"7209.0";"195.037";gauche;;;;;;;;
"4422";"575140124";"317803.868";"5156328.716";"260929178";"317810.5104";"5156319.663";"575140113";"317627.9242";"5156228.153";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0268";Avenue du VAlodrome;True;"1";tertiary;"50.0";"-0.0475";"5141.0";"263.482";gauche;;;;;;;;
"4423";"575140124";"317803.868";"5156328.716";"344974160";"317777.8698";"5156374.963";"575140113";"317627.9242";"5156228.153";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0262";Avenue du VAlodrome;True;"1";tertiary;"50.0";"-0.0475";"5375.5";"90.408";droite;;;;;;;;
"4424";"575140124";"317803.868";"5156328.716";"260929178";"317810.5104";"5156319.663";"344974160";"317777.8698";"5156374.963";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0268";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0262";"9061.5";"173.075";tout_droit;;;;;;;;
"4425";"575140124";"317803.868";"5156328.716";"344974160";"317777.8698";"5156374.963";"260929178";"317810.5104";"5156319.663";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0262";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0268";"9061.5";"186.925";tout_droit;;;;;;;;
"4426";"260929178";"317810.5104";"5156319.663";"575140124";"317803.868";"5156328.716";"596441987";"317829.268";"5156299.291";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0268";Route des Plaines-du-Loup;False;"3";secondary;"50.0";"-0.0252";"4413.5";"186.369";tout_droit;;;;;;;;
"4427";"260929178";"317810.5104";"5156319.663";"596441985";"317796.475";"5156311.567";"596441987";"317829.268";"5156299.291";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0099";Route des Plaines-du-Loup;False;"3";secondary;"50.0";"-0.0252";"681.0";"102.66";droite;;;;;;;;
"4428";"260929178";"317810.5104";"5156319.663";"596441987";"317829.268";"5156299.291";"575140124";"317803.868";"5156328.716";Route des Plaines-du-Loup;False;"3";secondary;"50.0";"0.0252";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0268";"4413.5";"173.631";tout_droit;;;;;;;;
"4429";"260929178";"317810.5104";"5156319.663";"596441985";"317796.475";"5156311.567";"575140124";"317803.868";"5156328.716";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0099";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0268";"5094.5";"276.291";gauche;;;;;;;;
"4430";"260929047";"317596.2118";"5156211.871";"260928954";"317598.0191";"5156200.028";"266873420";"317630.0041";"5156220.261";Chemin Jaques-Larguier des Bancels;False;"1";residential;"30.0";"0.0151";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0062";"1389.095";"95.267";droite;;;;;;;;
"4431";"260929047";"317596.2118";"5156211.871";"271793402";"317569.3408";"5156209.289";"266873420";"317630.0041";"5156220.261";Avenue du VAlodrome;True;"1";tertiary;"50.0";"-0.0039";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0062";"1222.5";"188.455";tout_droit;;;;;;;;
"4432";"260929047";"317596.2118";"5156211.871";"575140105";"317595.1387";"5156221.334";"266873420";"317630.0041";"5156220.261";Chemin Jaques-Larguier des Bancels;False;"1";residential;"50.0";"0.0111";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0062";"1389.095";"277.474";gauche;;;;;;;;
"4433";"260929047";"317596.2118";"5156211.871";"260928954";"317598.0191";"5156200.028";"575140105";"317595.1387";"5156221.334";Chemin Jaques-Larguier des Bancels;False;"1";residential;"30.0";"0.0151";Chemin Jaques-Larguier des Bancels;False;"1";residential;"50.0";"-0.0111";"1416.19";"177.793";tout_droit;;;;;;;;
"4434";"260929047";"317596.2118";"5156211.871";"271793402";"317569.3408";"5156209.289";"575140105";"317595.1387";"5156221.334";Avenue du VAlodrome;True;"1";tertiary;"50.0";"-0.0039";Chemin Jaques-Larguier des Bancels;False;"1";residential;"50.0";"-0.0111";"1249.595";"270.981";gauche;;;;;;;;
"4435";"260929047";"317596.2118";"5156211.871";"271793402";"317569.3408";"5156209.289";"260928954";"317598.0191";"5156200.028";Avenue du VAlodrome;True;"1";tertiary;"50.0";"-0.0039";Chemin Jaques-Larguier des Bancels;False;"1";residential;"30.0";"-0.0151";"1249.595";"93.188";droite;;;;;;;;
"4436";"260929047";"317596.2118";"5156211.871";"575140105";"317595.1387";"5156221.334";"260928954";"317598.0191";"5156200.028";Chemin Jaques-Larguier des Bancels;False;"1";residential;"50.0";"0.0111";Chemin Jaques-Larguier des Bancels;False;"1";residential;"30.0";"-0.0151";"1416.19";"182.207";tout_droit;;;;;;;;
"4437";"599264184";"317493.6742";"5155662.745";"408170031";"317588.1359";"5155581.447";"599228837";"317549.4329";"5155722.664";Avenue des BergiA res;False;"2";tertiary;"50.0";"-0.0029";Chemin des Noisetiers;False;"1";residential;"30.0";"0.0672";"1615.5";"87.777";droite;;;;;;;;
"4438";"599264184";"317493.6742";"5155662.745";"599222324";"317453.8149";"5155697.612";"599228837";"317549.4329";"5155722.664";Avenue des BergiA res;False;"2";tertiary;"50.0";"0.0059";Chemin des Noisetiers;False;"1";residential;"30.0";"0.0672";"2006.0";"268.238";gauche;;;;;;;;
"4439";"599264184";"317493.6742";"5155662.745";"408170031";"317588.1359";"5155581.447";"599222324";"317453.8149";"5155697.612";Avenue des BergiA res;False;"2";tertiary;"50.0";"-0.0029";Avenue des BergiA res;False;"2";tertiary;"50.0";"-0.0059";"3165.5";"179.539";tout_droit;;;;;;;;
"4440";"599264184";"317493.6742";"5155662.745";"599228837";"317549.4329";"5155722.664";"599222324";"317453.8149";"5155697.612";Chemin des Noisetiers;False;"1";residential;"30.0";"-0.0672";Avenue des BergiA res;False;"2";tertiary;"50.0";"-0.0059";"2006.0";"91.762";droite;;;;;;;;
